_type,address,areacode,building_name,city,data_id,lat,listing_date,lng,locality,platform,property_type,sqft,status,txn_type
PurpleyoItem,"# C-30/31, MIDC Industrial Area, Pawne, Navi Mumbai",400705,Everest Infotech Park II,Navi Mumbai,2930,19.08939,2016-06-08T13:08:04Z,73.026344,Pawne,purpleyo,OFFICE,553511,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Vishweshwar Nagar, Goregaon East, Mumbai",400063,Vakratunda Corporate Park,Mumbai,2940,19.167553,2016-06-20T09:23:46Z,72.85361,Goregaon East,purpleyo,OFFICE,80531,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"S Pranavanandji Marg, Sector 30, Vashi, Navi Mumbai",400705,Cyber One Business Park,Navi Mumbai,2952,19.067698,2016-05-09T12:16:59Z,72.99294,Vashi,purpleyo,OFFICE,162000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"MIDC Central Road, Andheri East, Mumbai",400058,Ackruti Star,Mumbai,2967,19.118443,2016-06-07T07:46:41Z,72.87046,Andheri East,purpleyo,OFFICE AND RETAIL,460000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Gautam Nagar, PL Lokhande Marg, Ghatkopar Mankhurd Link Road, Chembur (West), Mumbai",400071,Universal Majestic,Mumbai,2968,19.061762,2016-06-07T07:47:19Z,72.91288,Chembur,purpleyo,OFFICE AND RETAIL,513000,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"# 1, VB Gandhi Marg, Kala Ghoda, Fort, Mumbai",400001,One Forbes,Mumbai,2986,18.928658,2016-06-07T07:20:00Z,72.833305,Fort,purpleyo,OFFICE,106709,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Kalyan Station Road, Surganga Society, Manik Colony, Bhoiwada, Mumbai",400012,Krishna Complex,Mumbai,2987,19.004889,2016-06-07T07:21:24Z,72.84563,Bhoiwada,purpleyo,OFFICE AND RETAIL,9000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# D-507, Sion - Panvel Highway, MIDC Industrial Area, Sanpada, Navi Mumbai",400705,Shree Sawan Knowledge Park,Navi Mumbai,2989,19.061892,2016-06-10T09:35:34Z,73.020256,Sanpada,purpleyo,OFFICE,304500,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"LBS Marg, Bhandup, Mumbai",400078,Raj Embassy,Mumbai,2995,19.138044,2016-06-07T07:26:50Z,72.9332,Bhandup,purpleyo,OFFICE,556889,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# K-10, Kalwa Industrial Area, Thane-Belapur Road, Dighe, Airoli, Navi Mumbai",400708,Reliable Tech Space,Navi Mumbai,2999,19.169386,2016-06-07T07:41:03Z,72.999664,Airoli,purpleyo,OFFICE,400000,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"Techniplex Complex, Pawan Baug Road, Liliya Nagar, Malad West, Mumbai",400064,Techniplex l,Mumbai,3002,19.174892,2016-06-07T07:41:41Z,72.84705,Malad West,purpleyo,OFFICE AND RETAIL,243000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Techniplex Complex, Pawan Baug Road, Liliya Nagar, Malad West, Mumbai",400064,Techniplex ll,Mumbai,3006,19.175007,2016-06-07T07:42:16Z,72.84644,Malad West,purpleyo,OFFICE,108000,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"# 203/204, Andheri Subway, Fish Market Area, Navneeth Colony, Andheri West, Mumbai",400058,West 58,Mumbai,3068,19.124422,2016-05-09T06:31:39Z,72.846565,Andheri West,purpleyo,OFFICE AND RETAIL,22000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Senapati Bapat Marg, Railway Colony, Lower Parel West, Lower Parel, Mumbai",400013,Sun Paradise Business Plaza,Mumbai,3069,19.003185,2016-05-09T06:42:35Z,72.830315,Lower Parel,purpleyo,OFFICE AND RETAIL,79800,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Andheri Kurla Road, Andheri East, Mumbai",400059,Western House,Mumbai,3071,19.107864,2016-05-09T09:31:02Z,72.88281,Andheri East,purpleyo,OFFICE AND RETAIL,66800,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Saki Vihar Road, Powai, Mumbai",400076,ATL Corporate Park,Mumbai,3073,19.122803,2016-05-09T07:45:48Z,72.891426,Powai,purpleyo,OFFICE AND RETAIL,0,UNDER CONSTRUCTION,LEASE
PurpleyoItem,"# 22/24, Andheri Subway, Andheri West, Mumbai",400058,Business Point,Mumbai,3074,19.124887,2016-05-09T07:30:28Z,72.84656,Andheri West,purpleyo,OFFICE AND RETAIL,21400,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Andheri Kurla Road, Marol Cooperative Industrial Estate Road, Gamdevi, Marol, Andheri East, Mumbai",400059,Aarpee Chambers,Mumbai,3075,19.109463,2016-05-09T09:25:32Z,72.88381,Andheri East,purpleyo,OFFICE,73500,COMPLETED AND OPERATIONAL,LEASE/SALE
PurpleyoItem,"# 5, Chunawala Estate, Kondvita Road, Andheri Kurla Road, Andheri East, Mumbai",400059,DC Business Centre,Mumbai,3079,19.113445,2016-05-09T12:12:08Z,72.872215,Andheri East,purpleyo,OFFICE,91500,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Sindhi Society, Chembur East, Chembur, Mumbai",400071,Eastern Court,Mumbai,3081,19.053816,2016-05-10T10:48:47Z,72.89025,Chembur,purpleyo,OFFICE,35200,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Amboli Naka, Swami Vivekanand Road, Jogeshwari West, Amboli, Mumbai",400047,Suvidha Square,Mumbai,3082,19.127851,2016-06-07T07:17:16Z,72.84693,Amboli,purpleyo,OFFICE AND RETAIL,80000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Sahar Road, Vile Parle East, Mumbai",400069,,Mumbai,3083,19.108877,2016-05-10T11:39:19Z,72.854454,Vile Parle East,purpleyo,OFFICE AND RETAIL,58200,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"VN Purav Marg, Swastik Park, Chembur, Mumbai",400071,Corporate Park,Mumbai,3084,19.054443,2016-05-10T11:45:56Z,72.88716,Chembur,purpleyo,OFFICE,58000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Makwana Road, Marol Naka, Andheri East, Mumbai",400059,Nirma Plaza,Mumbai,3085,19.109688,2016-05-10T11:49:50Z,72.88094,Andheri East,purpleyo,OFFICE AND RETAIL,21000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 773, Makwana Road, Marol Naka, Andheri East, Mumbai",400059,Antariksh Thakur House,Mumbai,3086,19.109854,2016-05-10T12:07:30Z,72.881355,Andheri East,purpleyo,OFFICE AND RETAIL,125000,COMPLETED AND OPERATIONAL,SALE
PurpleyoItem,"# 777, Makwana Road, Marol Naka, Andheri East, Mumbai",400058,Jai Antariksh,Mumbai,3087,19.109625,2016-05-10T12:06:20Z,72.88182,Andheri East,purpleyo,OFFICE,125000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Aarey Road, Goregaon East, Mumbai",400063,Accord,Mumbai,3088,19.165216,2016-05-10T12:34:50Z,72.85056,Goregaon East,purpleyo,OFFICE AND RETAIL,14400,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Parsi Panchayat Road Amba Wadi, Natwar Nagar, Andheri East, Mumbai",400058,Royal Enclave,Mumbai,3089,19.125515,2016-06-07T07:16:45Z,72.85223,Andheri East,purpleyo,OFFICE AND RETAIL,72000,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"SV Road, Juhu Lane, Yadav Nagar, Andheri West, Mumbai",400058,Stanford,Mumbai,3090,19.116024,2016-05-11T10:26:50Z,72.843346,Andheri West,purpleyo,OFFICE AND RETAIL,24500,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# 37, Ambica Saw Mill Compound,  Bhardawadi Lane, Andheri West, Mumbai",400058,Shabnam Complex,Mumbai,3091,19.126026,2016-05-12T10:01:00Z,72.84677,Andheri West,purpleyo,OFFICE AND RETAIL,10500,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# 61, Road Number 13, Marol,  MIDC Industry Estate, Andheri East, Mumbai",400058,Brillanto House,Mumbai,3092,19.12107,2016-05-11T13:13:15Z,72.87225,Andheri East,purpleyo,OFFICE,44000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"JP Road, Azad Nagar, Andheri West, Mumbai",400053,Averson,Mumbai,3093,19.128363,2016-05-12T10:01:14Z,72.83189,Andheri West,purpleyo,OFFICE AND RETAIL,6000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 74, Cross Road C, Marol, MIDC Industry Estate, Andheri East, Mumbai",400058,Deegee IT Park,Mumbai,3095,19.12189,2016-05-17T12:29:45Z,72.87266,Andheri East,purpleyo,OFFICE,151662,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# 18, Road Number 9, MIDC Industry Estate, Andheri East, Mumbai",400058,Hara Street,Mumbai,3096,19.120287,2016-05-11T13:25:51Z,72.86934,Andheri East,purpleyo,OFFICE,5200,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# 40, Swami Vivekanand Road, Kevni Pada, Amboli, Andheri West, Mumbai",400058,Krimson Park,Mumbai,3097,19.127316,2016-05-12T12:33:01Z,72.8468,Andheri West,purpleyo,OFFICE AND RETAIL,20520,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# F-21, Makwana Road, Marol, Andheri East, Mumbai",400059,Dhantak plaza,Mumbai,3099,19.111507,2016-05-12T12:50:38Z,72.88123,Andheri East,purpleyo,OFFICE,98000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Swamy Vivekananda Road, Mulji Nagar, Borivali West Mumbai",400092,Agarwal Xis,Mumbai,3101,19.220125,2016-05-12T12:58:55Z,72.852325,Borivali West,purpleyo,OFFICE AND RETAIL,38079,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 39, Road Number 13, Marol MIDC Industry Estate, Andheri East, Mumbai",400058,Rolta Tower One,Mumbai,3102,19.121569,2016-06-07T07:15:06Z,72.870766,Andheri East,purpleyo,RETAIL,200000,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"Marol Maroshi Road, Vijay Nagar, MIDC, Marol, Andheri East, Mumbai",400059,Imperium,Mumbai,3103,19.12276,2016-05-12T12:44:04Z,72.8797,Andheri East,purpleyo,OFFICE AND RETAIL,52266,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Makwana Road, Marol Naka, Andheri East, Mumbai",400059,Kushwah Chambers,Mumbai,3104,19.112043,2016-05-12T12:39:09Z,72.88234,Andheri East,purpleyo,OFFICE,38500,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"# 77/ 78, Street No. 14, Marol MIDC Industry Estate, Andheri East, Mumbai",400058,,Mumbai,3106,19.121834,2016-05-12T12:53:28Z,72.87217,Andheri East,purpleyo,OFFICE,60000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Road Number 11, Andheri East, Mumbai",400058,,Mumbai,3108,19.122034,2016-05-12T12:58:08Z,72.86898,Andheri East,purpleyo,OFFICE,0,NEARING COMPLETION,LEASED OUT
PurpleyoItem,"Magan Nathuram Road, Mittal Industrial Estate, Marol, Andheri East, Mumbai",400059,Paradigm Business Centre,Mumbai,3110,19.097734,2016-05-12T13:01:56Z,72.88323,Andheri East,purpleyo,OFFICE AND RETAIL,14000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 62, Road Number 13, MIDC, Andheri East, Mumbai",400058,Novel House,Mumbai,3111,19.120983,2016-05-16T05:17:21Z,72.872505,Andheri East,purpleyo,OFFICE,17867,COMPLETED AND OPERATIONAL,SALE
PurpleyoItem,"Lok Bharati Complex, Marol Maroshi Road, Andheri East, Mumbai",400059,AFL House,Mumbai,3112,19.113659,2016-05-25T12:38:02Z,72.88063,Andheri East,purpleyo,OFFICE,84098,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"# 785, Andheri Kurla Road, Marol Naka, Andheri East, Mumbai",400059,Balaji Business Park,Mumbai,3113,19.107904,2016-05-12T13:16:36Z,72.882324,Andheri East,purpleyo,OFFICE AND RETAIL,48000,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"Dr Ambedkar Chowk, Hanuman Tekdi, Goregaon East, Mumbai",400063,Garuda House Atlanta Estate,Mumbai,3115,19.172594,2016-05-12T13:23:57Z,72.85764,Goregaon East,purpleyo,OFFICE,126000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 52, Gulmohar Road, Ville Parle West, Mumbai",400047,Gazebo House,Mumbai,3117,19.114573,2016-06-07T07:12:09Z,72.83658,Vile Parle West,purpleyo,OFFICE AND RETAIL,10500,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Sector 30A, Vashi, Navi Mumbai",400703,Haware Infotech Park,Navi Mumbai,3118,19.065767,2016-05-13T10:42:47Z,72.99961,Vashi,purpleyo,OFFICE AND RETAIL,250500,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"SV Road, Andheri West, Mumbai",400058,Sai Darshan,Mumbai,3119,19.112137,2016-05-23T07:48:53Z,72.84173,Andheri West,purpleyo,OFFICE AND RETAIL,5300,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"New Link Road, Andheri West, Mumbai",400053,Crescent Royale,Mumbai,3120,19.139889,2016-05-13T10:51:40Z,72.83493,Andheri West,purpleyo,OFFICE,108000,COMPLETED AND OPERATIONAL,LEASE/SALE
PurpleyoItem,"# B-53, New Link Road, Andheri West, Mumbai",400053,Indus House,Mumbai,3122,19.138403,2016-05-13T13:16:36Z,72.833496,Andheri West,purpleyo,OFFICE,28000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Veera Desai Industrial Estate, Andheri West, Mumbai",400102,Golden Chambers,Mumbai,3123,19.137726,2016-05-13T13:17:25Z,72.83221,Andheri West,purpleyo,OFFICE AND RETAIL,36000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 502, SV Savarkar Marg, Prabhadevi, Mumbai",400030,Bengal Chemicals Bhavan,Mumbai,3124,19.013838,2016-05-13T13:22:27Z,72.82456,Prabhadevi,purpleyo,OFFICE AND RETAIL,75712,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Sunshine CHS, Sector 30A, Sanpada, Navi Mumbai",400705,G Square Business Park,Navi Mumbai,3125,19.06649,2016-05-13T13:09:51Z,73.00828,Sanpada,purpleyo,OFFICE AND RETAIL,54000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 678, Veera Desai Industrial Estate, New Link Road, Andheri West, Mumbai",400053,Gazdhar Enclave,Mumbai,3126,19.135696,2016-05-13T13:21:03Z,72.8338,Andheri West,purpleyo,OFFICE,51000,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"Bandra Kurla Complex Road, Bandra East, Mumbai",400051,Vaibhav Chambers,Mumbai,3128,19.05904,2016-05-31T13:12:19Z,72.85399,Bandra East,purpleyo,OFFICE,72720,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Gopinath Panda Patil Marg, Sector 15, CBD Belapur, Navi Mumbai",400614,Progressive Sea Lounge,Navi Mumbai,3130,19.006706,2016-05-18T05:55:44Z,73.03284,CBD Belapur,purpleyo,OFFICE AND RETAIL,10250,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"Veera Desai Road, Andheri West, Mumbai",400058,Kshitij,Mumbai,3133,19.127695,2016-05-16T08:51:11Z,72.837654,Andheri West,purpleyo,OFFICE,44240,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Devidayal Marg, Mulund, Mulund West, Mumbai",400080,Balaji Accolade,Mumbai,3134,19.17611,2016-06-07T07:10:24Z,72.95137,Mulund West,purpleyo,OFFICE,0,NEARING COMPLETION,SOLD OUT
PurpleyoItem,"Lal Bahadur Shastri Marg, Bhandup Industrial Area, Mulund West, Mumbai",400080,Srishti Square,Mumbai,3135,19.162342,2016-05-16T10:09:02Z,72.93807,Mulund West,purpleyo,OFFICE AND RETAIL,38297,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Postal Colony Road, Postal Colony, Chembur, Mumbai",400071,Signature Business Park,Mumbai,3136,19.060335,2016-05-16T10:20:17Z,72.89612,Chembur,purpleyo,OFFICE AND RETAIL,0,UNDER CONSTRUCTION,SOLD OUT
PurpleyoItem,"Kherwadi Road, Bandra East, Mumbai",400051,Granth,Mumbai,3137,19.060305,2016-05-16T10:33:48Z,72.8454,Bandra East,purpleyo,OFFICE AND RETAIL,13500,COMPLETED AND OPERATIONAL,SALE
PurpleyoItem,"Swami Vivekanand Road, Borivali West, Mumbai",400092,Orchid Plaza,Mumbai,3139,19.252182,2016-05-19T09:29:13Z,72.8633,Borivali West,purpleyo,OFFICE AND RETAIL,42000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 1201, Lane Number 13, Khar West, Mumbai",400052,Links,Mumbai,3140,19.071695,2016-05-16T11:17:02Z,72.83052,Khar West,purpleyo,OFFICE AND RETAIL,14340,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"# 24, Sanpada Road, Sector 30, Vashi, Navi Mumbai",400705,Meridian Business Center,Navi Mumbai,3141,19.067055,2016-05-16T11:21:45Z,73.0084,Vashi,purpleyo,OFFICE,22000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Bandra Kurla Complex Road, Kala Nagar, Bandra East, Mumbai",400051,Pittie Chamber,Mumbai,3143,19.07345,2016-05-27T09:25:43Z,72.870834,Bandra East,purpleyo,OFFICE AND RETAIL,83570,COMPLETED AND OPERATIONAL,SALE
PurpleyoItem,"SG Brave Marg, Chembur, Mumbai",400071,Surana Tulsi Chambers,Mumbai,3144,19.05452,2016-05-19T09:33:36Z,72.88939,Chembur,purpleyo,OFFICE AND RETAIL,0,UNDER CONSTRUCTION,SALE
PurpleyoItem,"# 1 & 2, Chembur Station Road, Chembur, Mumbai",400071,The Central,Mumbai,3146,19.063793,2016-05-16T12:34:07Z,72.897575,Chembur,purpleyo,OFFICE AND RETAIL,23000,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"# 504, Saki Vihar Road, Chandivali, Powai, Mumbai",400072,Srishti Plaza,Mumbai,3149,19.116114,2016-05-17T08:37:15Z,72.890465,Powai,purpleyo,OFFICE AND RETAIL,56000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 411, Lal Bahadur Shastri Marg, Bhandup West, Mumbai",400078,Filix Tower,Mumbai,3150,19.159885,2016-06-07T07:09:13Z,72.93702,Bhandup West,purpleyo,OFFICE AND RETAIL,275000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"IB Patel Road, Jay Prakash Nagar, Goregaon East",400063,Cello Triumph Tower,Mumbai,3152,19.161818,2016-05-17T10:07:14Z,72.85621,Goregaon East,purpleyo,OFFICE AND RETAIL,136500,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Lal Bahadur Shastri Marg, Ganesh Nagar, Bhandup West, Mumbai",400078,Smash Hit,Mumbai,3153,19.141739,2016-05-17T10:15:51Z,72.93146,Bhandup,purpleyo,OFFICE AND RETAIL,0,UNDER CONSTRUCTION,SOLD OUT
PurpleyoItem,"# 158, CST Road, Kalina, Santacruz East, Mumbai",400098,Sheil Estate,Mumbai,3155,19.071407,2016-06-06T13:16:47Z,72.86522,Santacruz East,purpleyo,OFFICE AND RETAIL,61432,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 1091, Sea Breeze, Appasaheb Marathe Marg, Prabhadevi, Mumbai",400025,Sea Breeze,Mumbai,3156,19.012783,2016-05-17T13:11:46Z,72.82789,Prabhadevi,purpleyo,OFFICE AND RETAIL,217500,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Sonawala Cross Road Number 2, Sonawala Industry Estate, Goregaon East, Mumbai",400063,De Elmas,Mumbai,3159,19.1596,2016-05-18T06:29:12Z,72.85104,Goregaon East,purpleyo,OFFICE AND RETAIL,96000,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"# 129, Sector-19C, Vashi, Navi Mumbai",400705,Sagar Plaza,Navi Mumbai,3160,19.08112,2016-05-17T11:19:52Z,73.00692,Vashi,purpleyo,OFFICE AND RETAIL,6500,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# 14, Sanpada Station, Bank Of India Road, Sector 24, Turbhe, Navi Mumbai",400703,Angruti,Navi Mumbai,3161,19.067875,2016-05-17T11:45:23Z,73.013626,Turbhe,purpleyo,OFFICE AND RETAIL,6200,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 891, Road Number 24, Bandra West, Mumbai",400050,891 Notan Classic,Mumbai,3162,19.0598,2016-06-07T07:08:27Z,72.83251,Bandra West,purpleyo,OFFICE AND RETAIL,49400,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 1-2, Sector 9E, Kalamboli, Panvel, Navi Mumbai",410206,Parth Solitaire,Navi Mumbai,3163,19.039104,2016-06-07T07:07:57Z,73.1025,Panvel,purpleyo,OFFICE AND RETAIL,48000,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"Barfiwala Road, Andheri West, Mumbai",400058,Peninsula Heights,Mumbai,3165,19.116096,2016-05-17T12:30:31Z,72.8419,Andheri West,purpleyo,OFFICE AND RETAIL,71800,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# A-601, S Central Road, MIDC Industrial Area, Turbhe, Navi Mumbai",400036,Deekay Tech Park,Navi Mumbai,3172,19.07306,2016-05-18T11:06:59Z,73.027306,Turbhe,purpleyo,OFFICE AND RETAIL,97800,COMPLETED AND OPERATIONAL,LEASE/SALE
PurpleyoItem,"# 39/2, Bhagwan Mahaveer Road, Sector 30A, Vashi, Navi Mumbai",400705,Gami Real Tech Park,Navi Mumbai,3174,19.066326,2016-05-18T11:46:11Z,72.99924,Vashi,purpleyo,OFFICE AND RETAIL,86000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Turner Road, Bandra West, Mumbai",400050,Turner Heights,Mumbai,3176,19.059292,2016-05-18T12:04:12Z,72.832565,Bandra West,purpleyo,OFFICE AND RETAIL,5100,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"# 183, Waterfield Road, Bandra West, Mumbai",400050,Sagar Fortune,Mumbai,3177,19.062626,2016-06-07T07:06:21Z,72.834366,Bandra West,purpleyo,OFFICE AND RETAIL,31500,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Millenium Business Park, MIDC Industrial Area, Sector 1, Pawne, Navi Mumbai",400705,Rupa Solitaire,Navi Mumbai,3178,19.111092,2016-05-26T09:16:14Z,73.01542,Pawne,purpleyo,OFFICE,646000,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"# C-26/27, Linking Road, Bandra West, Mumbai",400050,V.N Sphere,Mumbai,3181,19.06006,2016-05-18T12:54:30Z,72.83638,Bandra West,purpleyo,OFFICE AND RETAIL,18800,COMPLETED AND OPERATIONAL,SALE
PurpleyoItem,"# 101, Hill Road, Bandra West, Mumbai",400050,Landmark,Mumbai,3183,19.055243,2016-05-18T12:56:36Z,72.82981,Bandra West,purpleyo,OFFICE AND RETAIL,4050,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Andheri Kurla Road, Andheri East, Mumbai",400059,Shree Amba Shanti Chambers,Mumbai,3192,19.110485,2016-05-19T10:26:39Z,72.87417,Andheri East,purpleyo,OFFICE,26250,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"VN Purav Marg, Union Park, Chembur, Mumbai",400071,Shrikant Chambers II,Mumbai,3193,19.046694,2016-05-19T10:30:19Z,72.90684,Chembur,purpleyo,OFFICE,87624,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Andheri - Kurla Road, Chakala, Andheri East, Mumbai",400069,The Summit Business Bay,Mumbai,3195,19.116642,2016-05-27T09:48:13Z,72.857185,Andheri East,purpleyo,OFFICE,570700,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"# 2, New Link Road, Industrial Area, Andheri West, Mumbai",400047,Kotia Nirman,Mumbai,3197,19.135502,2016-05-19T12:37:48Z,72.832306,Andheri West,purpleyo,OFFICE AND RETAIL,30800,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Road Number 13, Kala Nagar, Bandra East, Mumbai",400051,Sindhu Ratna,Mumbai,3204,19.060207,2016-05-19T13:18:39Z,72.85257,Bandra East,purpleyo,OFFICE,6000,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"Makwana Road, Marol, Andheri East, Mumbai",400056,Vedanta,Mumbai,3211,19.108858,2016-05-20T13:00:22Z,72.88105,Andheri East,purpleyo,OFFICE AND RETAIL,123222,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Rajmata Jijabai Marg, Sher E Punjab Colony, Andheri East, Mumbai",400058,Mogra Vikas,Mumbai,3213,19.128923,2016-06-07T07:00:54Z,72.86071,Andheri East,purpleyo,OFFICE AND RETAIL,0,UNDER CONSTRUCTION,NA
PurpleyoItem,"Guru Hargovindji Road, Dr. Charatsingh Colony, JB Nagar, Tarun Bharat, Andheri East, Mumbai",400047,Rajveer Royal,Mumbai,3216,19.110826,2016-05-20T13:21:30Z,72.86247,Andheri East,purpleyo,OFFICE AND RETAIL,14400,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"New Link Road, Sundervan Complex Road, Shastri Nagar, Andheri West, Mumbai",400053,Laxmi Mall,Mumbai,3217,19.13758,2016-05-20T13:24:03Z,72.831375,Andheri West,purpleyo,OFFICE AND RETAIL,192000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# 369, Linking Road, Khar West, Mumbai",400052,,Mumbai,3218,19.070894,2016-05-20T13:27:32Z,72.83376,Khar West,purpleyo,OFFICE AND RETAIL,25000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Bank of India Road, Sion Panvel Highway-4, Sanpada Station, Sector 24, Turbhe, Navi Mumbai",400036,,Navi Mumbai,3228,19.067808,2016-05-23T11:34:25Z,73.01466,Turbhe,purpleyo,OFFICE AND RETAIL,12000,COMPLETED AND OPERATIONAL,SALE
PurpleyoItem,"KL Walawalkar Marg, Veera Desai Industrial Estate, Andheri West, Mumbai",400053,Sri Krishna,Mumbai,3234,19.135506,2016-05-23T12:27:00Z,72.83231,Andheri West,purpleyo,OFFICE AND RETAIL,130000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"IITC, Hanuman Tekdi, Goregaon East, Mumbai, Maharashtra",400063,,Mumbai,3238,19.169603,2016-05-24T13:30:09Z,72.85503,Goregaon East,purpleyo,OFFICE,0,NEARING COMPLETION,SOLD OUT
PurpleyoItem,"MCCH Society, Vasudev Balwant Phadke Road, New Panvel, Navi Mumbai",410206,Mahendra Yug Business Park,Navi Mumbai,3250,18.988346,2016-05-24T12:59:14Z,73.11462,Panvel,purpleyo,OFFICE AND RETAIL,0,UNDER CONSTRUCTION,LEASE
